Back to Contents,Data 1: Total Products Exports by Destination,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Sourcekey,MPEEXUS1,MTXEX_NUS-NAF_1,MTXEX_NUS-NAL_1,MTXEX_NUS-NAG_1,MTXEX_NUS-NAN_1,MTXEX_NUS-NAO_1,MTXEX_NUS-NAV_1,MTXEX_NUS-NAC_1,MTXEX_NUS-NAR_1,MTXEX_NUS-NAE_1,MTXEX_NUS-NAA_1,MTXEX_NUS-NAS_1,MTXEX_NUS-NAU_1,MTXEX_NUS-NAJ_1,MTXEX_NUS-NBG_1,MTXEX_NUS-NBF_1,MTXEX_NUS-NBA_1,MTXEX_NUS-NBB_1,MTXEX_NUS-NBO_1,MTXEX_NUS-NBE_1,MTXEX_NUS-NBH_1,MTXEX_NUS-NBN_1,MTXEX_NUS-NBL_1,MTXEX_NUS-NBK_1,MTXEX_NUS-NBC_1,MTXEX_NUS-NBR_1,MTXEX_NUS-NIO_1,MTXEX_NUS-NBX_1,MTXEX_NUS-NBU_1,MTXEX_NUS-NUV_1,MTXEX_NUS-NBM_1,MTXEX_NUS-NBD_1,MTXEX_NUS-NCB_1,MTXEX_NUS-NCM_1,MTXEX_NUS-NCA_1,MTXEX_NUS-NCV_1,MTXEX_NUS-NCJ_1,MTXEX_NUS-NCD_1,MTXEX_NUS-NCI_1,MTXEX_NUS-NCH_1,MTXEX_NUS-NCK_1,MTXEX_NUS-NCO_1,MTXEX_NUS-NCN_1,MTXEX_NUS-NCF_1,MTXEX_NUS-NCG_1,MTXEX_NUS-NCS_1,MTXEX_NUS-NHR_1,MTXEX_NUS-NCU_1,M_EPP0_EEX_NUS-NUC_MBBL,MTXEX_NUS-NCY_1,MTXEX_NUS-NCZ_1,MTXEX_NUS-NDA_1,MTXEX_NUS-NDJ_1,MTXEX_NUS-NDO_1,MTXEX_NUS-NDR_1,MTXEX_NUS-NEC_1,MTXEX_NUS-NEG_1,MTXEX_NUS-NES_1,MTXEX_NUS-NEK_1,MTXEX_NUS-NER_1,MTXEX_NUS-NEN_1,MTXEX_NUS-NWZ_1,MTXEX_NUS-NET_1,MTXEX_NUS-NFK_1,MTXEX_NUS-NFJ_1,MTXEX_NUS-NFI_1,MTXEX_NUS-NFR_1,MTXEX_NUS-NFG_1,MTXEX_NUS-NFP_1,MTXEX_NUS-NFS_1,MTXEX_NUS-NGB_1,MTXEX_NUS-NGA_1,MTXEX_NUS-NGG_1,MTXEX_NUS-NGM_1,MTXEX_NUS-NGH_1,MTXEX_NUS-NGI_1,MTXEX_NUS-NGR_1,MTXEX_NUS-NGL_1,MTXEX_NUS-NGJ_1,M_EPP0_EEX_NUS-NGP_1,MTXEX_NUS-NGT_1,MTXEX_NUS-NGV_1,MTXEX_NUS-NPU_1,MTXEX_NUS-NGY_1,MTXEX_NUS-NHA_1,MTXEX_NUS-NHO_1,MTXEX_NUS-NHK_1,MTXEX_NUS-NHU_1,MTXEX_NUS-NIC_1,MTXEX_NUS-NIN_1,MTXEX_NUS-NID_1,MTXEX_NUS-NIR_1,MTXEX_NUS-NIZ_1,MTXEX_NUS-NEI_1,MTXEX_NUS-NIS_1,MTXEX_NUS-NIT_1,MTXEX_NUS-NIV_1,MTXEX_NUS-NJM_1,MTXEX_NUS-NJA_1,MTXEX_NUS-NJO_1,MTXEX_NUS-NKZ_1,MTXEX_NUS-NKE_1,MTXEX_NUS-NKR_1,MTXEX_NUS-NKS_1,MTXEX_NUS-NKG_1,MTXEX_NUS-NKT_1,MTXEX_NUS-NKU_1,MTXEX_NUS-NLA_1,MTXEX_NUS-NLG_1,MTXEX_NUS-NLE_1,MTXEX_NUS-NLI_1,MTXEX_NUS-NLY_1,MTXEX_NUS-NLS_1,MTXEX_NUS-NLH_1,MTXEX_NUS-NLU_1,MTXEX_NUS-NMC_1,MTXEX_NUS-NMK_1,MTXEX_NUS-NMA_1,MTXEX_NUS-NMI_1,MTXEX_NUS-NMY_1,MTXEX_NUS-NMV_1,MTXEX_NUS-NML_1,MTXEX_NUS-NMT_1,MTXEX_NUS-NRM_1,MTXEX_NUS-NMB_1,MTXEX_NUS-NMR_1,MTXEX_NUS-NMP_1,MTXEX_NUS-NMX_1,MTXEX_NUS-NFM_1,MTXEX_NUS-NMQ_1,MTXEX_NUS-NMD_1,MTXEX_NUS-NMN_1,MTXEX_NUS-NMG_1,M_EPP0_EEX_NUS-NMJ_1,MTXEX_NUS-NMH_1,MTXEX_NUS-NMO_1,MTXEX_NUS-NMZ_1,MTXEX_NUS-NWA_1,MTXEX_NUS-NNP_1,MTXEX_NUS-NNL_1,MTXEX_NUS-NNA_1,MTXEX_NUS-NNC_1,MTXEX_NUS-NNZ_1,MTXEX_NUS-NNU_1,MTXEX_NUS-NNG_1,MTXEX_NUS-NNI_1,MTXEX_NUS-NNE_1,MTXEX_NUS-NNO_1,MTXEX_NUS-NMU_1,MTXEX_NUS-NPK_1,MTXEX_NUS-NPS_1,MTXEX_NUS-NPM_1,MTXEX_NUS-NPP_1,MTXEX_NUS-NPF_1,MTXEX_NUS-NPA_1,MTXEX_NUS-NPE_1,MTXEX_NUS-NRP_1,MTXEX_NUS-NPL_1,MTXEX_NUS-NPO_1,MTXEX_NUS-NPZ_1,MTXEX_NUS-NQA_1,MTXEX_NUS-NRO_1,MTXEX_NUS-NRS_1,MTXEX_NUS-NSC_1,MTXEX_NUS-NST_1,MTXEX_NUS-NSB_1,MTXEX_NUS-NVC_1,MTXEX_NUS-NWS_1,MTXEX_NUS-NSM_1,MTXEX_NUS-NTP_1,MTXEX_NUS-NSA_1,MTXEX_NUS-NSG_1,M_EPP0_EEX_NUS-NRI_MBBL,MTXEX_NUS-NYI_1,MTXEX_NUS-NSE_1,MTXEX_NUS-NSL_1,MTXEX_NUS-NSN_1,M_EPP0_EEX_NUS-NNN_MBBL,MTXEX_NUS-NSK_1,MTXEX_NUS-NSI_1,MTXEX_NUS-NBP_1,MTXEX_NUS-NSF_1,MTXEX_NUS-NSP_1,MTXEX_NUS-NPG_1,MTXEX_NUS-NCE_1,MTXEX_NUS-NNS_1,MTXEX_NUS-NSW_1,MTXEX_NUS-NSZ_1,MTXEX_NUS-NSY_1,MTXEX_NUS-NTW_1,MTXEX_NUS-NTZ_1,MTXEX_NUS-NTH_1,MTXEX_NUS-NTN_1,MTXEX_NUS-NTO_1,MTXEX_NUS-NTD_1,MTXEX_NUS-NTS_1,MTXEX_NUS-NTU_1,MTXEX_NUS-NTX_1,MTXEX_NUS-NTK_1,MTXEX_NUS-NUG_1,MTXEX_NUS-NUR_1,MTXEX_NUS-NTC_1,MTXEX_NUS-NUK_1,MTXEX_NUS-NUY_1,MTXEX_NUS-NUZ_1,MTXEX_NUS-NNH_1,MTXEX_NUS-NVE_1,MTXEX_NUS-NVM_1,MTXEX_NUS-NVI_1,MTXEX_NUS-NVQ_1,MTXEX_NUS-NYE_1,MTXEX_NUS-NWI_1,MTXEX_NUS-NYO_1
Nov-2004,28495,,,,,0,,1,27,,,217,0,1,,379,0,3,3,608,0,,0,,,1029,,,0,,1,0,,0,4011,,41,,334,91,,34,,0,0,7,,,,,0,,,,,6,0,5,0,,,,,,,0,105,,0,,0,,,,1,595,320,,,,846,,,2,7,351,651,0,0,46,3,,,167,659,930,,878,2133,0,,0,,776,,,1,,0,106,,,,0,,,,,,4,,,,,,,,6990,,,,,,,,360,,,,1303,,,88,8,,1,,121,0,0,,221,,0,,565,225,0,0,496,0,,,,,,,,,,57,0,,,,,493,,,,,156,869,,,1,2,0,,8,,13,,,5,,0,,12,,,77,221,1,,,10,0,,0,,,1
Dec-2004,38857,,,0,,0,,2,11,,,475,0,1,,781,0,2,3,692,164,,1,,,459,,,0,,1,,,55,4989,,69,,1163,47,,179,,,,243,,,,,0,0,,,,19,0,143,3,,,,,,,1,872,,1,,0,,,,0,270,311,,,,1102,,,2,8,741,6,0,,230,26,,,1,658,1217,,943,1688,0,,0,,563,,,4,,,150,,,,0,,,,,,3,,,,,,0,,8505,,,,,,,,0,61,,,2868,,,1,3,,1,,42,1,2,,1117,,0,,160,2,0,432,441,1,,,,,,,,,,2,,,,,,1528,,,,,155,1810,,0,1,1,83,,47,,6,,0,12,3,984,,12,,,8,988,1,,,124,,,3,,,49
Jan-2005,27178,0,,0,,0,,3,5,,160,424,0,,,591,0,130,,318,0,,,,,1009,,,,,1,0,,0,4115,,2,,673,21,,42,,,,281,,,,0,,155,,,563,4,0,191,1,,,,,,,1,16,,,,0,,0,19,0,,316,0,,,457,,,3,4,573,438,,0,477,52,,0,145,2,501,,209,1453,0,1,,,308,,,2,,0,4,1,,,0,,,,,,6,,,,1,,0,,7890,0,,,,,,,309,11,,,421,3,0,52,169,,1,,78,1,21,,978,,0,0,480,2,0,173,119,,1,3,1,0,,0,,,,11,0,,0,,0,804,,,1,,474,523,,,1,2,0,,8,,3,,,3,0,91,,9,,0,11,410,1,,,285,144,1,0,,,
Feb-2005,34632,,,0,,0,,1,112,0,150,188,0,0,,1428,0,2,,101,61,,1,,0,1134,,,,,76,,,,3917,,27,,1518,84,,300,,0,,514,,,,0,0,141,0,0,281,4,0,24,0,,0,,,,,1,679,,,,0,,0,16,0,,0,,0,,397,0,,4,1,400,7,0,,3,183,,,1,646,1091,0,287,2295,0,1,0,,352,,,1,,1,139,,,,0,,,,,,9,,,0,,,0,,8014,0,1,,,,,,749,62,,,1346,224,,45,1,,1,,80,1,0,,651,,0,0,299,5,0,0,229,0,,3,,0,,0,,,,40,0,,,,,3675,,,0,,184,1106,,0,1,1,93,,62,0,4,,,2,,9,,11,,0,81,538,0,,,528,0,1,0,,,
Mar-2005,39443,0,,0,,0,0,1,278,,0,471,0,,,1971,1,3,,1120,68,,1,,,1282,,,,,0,,,0,4833,,17,0,2060,43,,330,,0,0,382,52,,,0,,0,,0,801,737,8,14,1,0,,,,,,323,651,,,,1,0,0,37,,1040,519,270,0,1,194,1,,2,3,489,8,,0,73,60,,0,182,349,1011,0,1296,2432,0,0,,,326,,,1,,,1,0,,,,,,,,,29,,,,0,,,,8851,0,6,,,,,,0,,,,869,798,,106,5,,1,,41,1,1,,1420,,0,1,247,3,0,171,157,0,,6,0,0,,0,,0,,56,,,0,,0,1119,,,,,139,1064,,0,2,1,0,,6,,5,,,2,0,0,,19,,0,85,279,0,,,204,1,1,0,,,
Apr-2005,38540,,,0,,0,,0,917,,0,210,1,,,1077,1,2,,458,95,,1,,0,1031,,,0,,41,0,,53,5071,,46,,2870,293,,461,,0,,13,0,,,1,0,165,,0,13,256,0,17,1,,0,,0,,,1,924,,,,0,0,,290,1,1208,1,,0,,316,,,2,55,544,82,0,,4,92,,,191,327,1301,,1097,917,2,0,,,594,,,7,,1,142,,,,,,,,,,11,,,288,1,,,0,7271,,,,,,,,142,0,,0,1265,665,,100,4,,92,,77,1,1,,1744,,0,452,335,2,0,0,209,1,,4,0,0,,,,,,18,0,,,,,1486,,,,,14,813,,0,1,4,1,,7,,17,,,6,1,551,,22,,0,3,1596,0,,,136,0,1,1,,,
May-2005,41075,0,0,,0,0,,0,374,,161,588,1,,,871,101,2,,948,119,,0,,,1442,,0,,,0,0,,,6674,,62,,2768,35,,339,,0,0,14,0,,,,,0,0,,734,491,1,297,0,,,,,,,244,322,,,,,0,0,29,0,,642,,1,,944,0,,2,43,292,415,0,,220,1,,,174,290,1269,26,868,674,0,1,0,,671,,,2,,,1,0,0,,0,,,,,,7,,,,,,0,0,8605,0,,,,,,,276,,,,313,240,,9,116,,71,,39,1,1,,1785,,0,1,737,1,0,185,685,0,0,9,,0,,,0,,,2,0,,41,,0,1630,,,,,80,848,,0,1,3,0,,12,,326,,,5,,231,,26,,1,77,1470,1,,,80,0,,0,,,
Jun-2005,43673,,,0,,1,,0,492,,0,360,0,,,873,0,2,0,852,64,,0,,,1657,,,,,0,0,,,5483,,52,,1481,724,,821,,,,14,61,,,0,0,150,,0,487,970,1,3,0,,0,,,,,18,564,,,,,0,0,4,0,285,1,,0,,717,1,,2,3,507,4,0,,266,49,,0,24,663,1112,0,904,1462,0,1,,,316,,,13,,,193,1,,,0,,,,,,4,0,,440,0,,0,,9574,,,,,,,,378,61,,,779,770,,96,3,,18,,78,0,1,,1462,,0,0,510,35,205,383,578,0,0,3,0,0,,0,0,,,51,0,,45,0,0,2698,,0,,,232,1522,,0,1,1,197,,8,,5,,,4,0,281,,32,,0,87,1073,0,0,,394,0,0,0,,,
Jul-2005,37978,,,,,1,,0,10,,167,333,0,,,894,0,1,,701,0,,0,,,1810,,,,,0,,,56,4367,,44,,838,505,,115,,,,483,59,,,0,0,204,,0,187,242,1,37,0,0,,,,,,0,337,,,,0,,0,9,0,19,624,,1,,243,0,,4,19,262,7,0,,735,70,,,156,338,388,0,867,1289,1,1,,,588,,,2,,0,209,0,,,,,,,,,10,,,0,0,,270,,9753,0,,,0,0,,0,353,,0,,1293,624,,1,2,,2,,42,2,109,,407,,0,0,506,17,189,638,275,9,,2,0,,,0,,,,3,0,,,,0,1704,,,94,,111,2100,,0,1,3,1,,64,,3,,,6,0,822,0,19,,0,79,387,0,,,845,,0,0,0,,
Aug-2005,39629,,,0,0,0,,70,116,,167,412,1,,,786,1,1,0,853,0,,0,,0,1340,,,,,1,,,0,6211,,88,,708,1084,,41,,,,13,1,,,,,0,,1,641,960,1,5,,,0,,,,,0,515,,,,0,,0,11,1,,0,,0,,516,0,,2,4,547,5,2,,598,3,,,516,355,733,0,979,1927,0,1,0,,706,,,9,,108,141,,,,0,,,,,,5,,,,0,,,,9321,,,,,,,,,61,,,780,1159,,92,4,,58,,83,1,0,,669,,,0,284,1,110,469,381,0,0,8,0,0,,,,,,2,,,,,,569,,,1,,138,1482,,0,1,1,0,,8,,628,,,6,,421,1,29,,,89,748,1,,,830,2,0,1,,,
Sep-2005,24579,,0,0,,0,,0,6,0,132,288,1,,,525,0,4,0,62,67,,1,,,1082,,,0,,32,0,,,3502,,52,,786,536,,208,,,,28,0,,,0,,1,,0,319,512,1,5,0,,0,,,,,1,12,,,,0,,0,9,,,320,,0,0,107,,,2,2,597,8,2,,428,5,,,1,340,468,,1306,1597,0,1,,,75,,,0,,1,136,,0,,0,,,,,,24,,,0,0,,0,,6224,0,,,,,,,,,371,,405,41,,2,5,,4,,0,0,0,,544,,0,1,264,2,1,282,457,0,0,4,0,,,,0,,,4,,,0,,,486,,,,,69,369,,0,1,2,353,,24,,22,,,2,,418,,17,,0,83,243,0,1,,282,0,0,1,,,
Oct-2005,25948,0,,,,0,,0,19,,40,185,1,,,365,1,49,,278,95,,0,,,1082,,1,,,0,0,,,3263,,138,,424,165,,28,,,,164,46,,,,0,1,,0,368,541,12,8,1,,,,,,,1,364,,,,0,,0,252,1,,320,,0,,396,,,1,1,490,4,3,0,311,3,,0,179,342,343,,670,2204,0,1,0,,1036,,,9,,0,1,61,0,,0,,,,,,10,,,,0,,0,0,6059,,,,,,,,151,61,,,298,1,,98,8,,32,,96,1,0,,1066,,0,0,46,2,166,196,421,1,0,2,0,0,,,0,,,69,,,,,0,140,,,1,,145,787,0,0,1,204,,,9,,384,,,5,,616,,8,,0,78,9,0,,,236,0,,271,,,
Nov-2005,27373,0,,0,,,,0,34,,151,261,0,,,801,0,2,,756,46,,0,,0,682,,,,,1,,,52,4385,,51,0,519,263,,13,,,,21,0,,,0,0,1,,,494,240,3,167,1,,0,,,,,3,324,0,,,1,,0,55,0,,463,,0,0,545,1,,2,4,152,3,0,0,460,1,,,0,332,648,,975,1526,2,0,,,444,,,2,,0,215,0,,,,,0,0,,,21,,,,,,0,,6707,,0,,,,,,197,55,,,880,21,,100,7,,64,,80,0,0,,1021,,0,0,2,1,196,0,71,0,0,3,,,,,0,,,72,,,51,0,,205,,,,,137,912,,,3,0,1,,34,,214,,,9,1,254,,15,,0,112,556,0,,,262,0,0,1,0,,
Dec-2005,33524,0,0,0,0,1,,0,127,,1,250,0,,,339,,2,,1148,47,,0,,,730,,,212,,0,0,,0,3091,,83,,94,358,,72,,,,15,29,,,,,0,,0,213,487,0,12,0,,0,,,,,0,17,0,,,0,0,,5,,,305,,,,923,0,,2,3,287,22,0,,374,1,,0,1,642,1316,0,394,2768,0,0,,,589,,,1,,1,193,0,0,,0,,,,,,3,,,,,,,0,9598,0,,,,,,0,174,61,0,,489,718,,1,25,,2,,81,0,0,,1623,,0,0,41,2,1,200,162,,263,4,,0,,,,0,,14,0,,,,0,1246,,,0,,192,1267,,,1,1,2,,32,,12,,,3,,309,,82,,0,3,496,169,,,1089,0,0,1,,,
Jan-2006,31988,0,0,0,,5,0,0,127,,266,695,0,,,1009,0,2,,580,141,,0,,,1282,,,,,1,0,,0,3846,,104,,1092,219,,226,,,,54,,,,0,0,0,,,646,1212,3,266,0,,,,,,,2,210,,,,0,,,7,,,1,,0,,509,,,2,2,479,3,0,0,352,1,,,156,326,1251,0,1032,2269,0,1,,,805,,,1,,0,120,,,,,,,,,,2,,,,1,,,,6649,,,,,,,,351,,0,,398,136,,105,1,,51,,85,1,9,,1294,,,1,290,1,0,0,133,0,0,5,0,0,,,,,,13,0,,51,0,,184,,,110,,17,1275,,0,1,0,0,,7,,3,0,,9,0,439,,96,,0,2,266,1,,,690,0,,1,,,
Feb-2006,35306,,,0,,0,,0,261,,300,298,1,,,254,1,3,,934,64,,0,,,1111,,,2,,12,,,,2884,,53,,5,449,,284,,,0,81,54,,,0,0,334,,0,471,428,0,59,1,,150,,,,,1,125,0,,,0,0,0,6,0,25,214,,0,,1514,0,,2,4,163,4,2,,365,1,,,182,653,1540,0,877,2352,1,1,,,534,,,2,,,482,,,,,,,,,,2,,,0,0,,0,,7475,0,0,,,,,,358,94,0,,924,301,,102,3,,288,,46,1,0,,1525,,0,0,2,1,0,186,273,1,,3,,0,,,0,,,2,,,,,1,1090,,,,,206,1807,,0,1,1,0,,7,,4,,,26,401,799,,16,,0,2,1489,0,,,319,0,0,2,,,
Mar-2006,35353,,,0,,0,,0,269,,120,965,0,,,312,,2,,604,54,,,,0,1351,,,,,1,0,,0,4353,,102,,686,460,,46,,1,,54,1,,,0,0,0,,0,153,1385,182,91,2,,0,,,,,2,726,,,,0,0,0,330,1,286,2,,0,,547,,,2,8,404,4,0,,283,1,,,166,293,874,2,436,952,0,0,,,679,,,1,,0,275,,0,,0,,,,,,4,0,,,0,,,,9088,,0,,,,,,,0,0,,1599,246,,1,108,,27,,79,1,0,,1184,,0,0,482,2,0,193,97,3,1,156,0,0,,,0,,,169,,,,,0,1435,,,,,205,1100,,0,2,3,1,,5,,7,,,5,,271,,18,,0,115,491,0,,,784,0,0,1,,,
Apr-2006,41160,,,0,,1,,0,10,,63,151,0,,,554,0,2,,1297,100,,0,,,1240,,,6,,877,,,,2983,,180,,861,1152,,83,,,,252,54,,,0,0,0,,0,383,785,2,551,1,,110,,,,,1,595,,,,134,0,,246,0,244,0,,0,,1126,0,,3,4,559,346,0,303,323,2,,,180,343,1379,,448,1140,0,0,0,,465,,,1,,0,931,0,0,,,,,,,,2,,,,,,0,0,9219,0,0,,,,,,178,54,0,,2029,565,0,103,113,,35,,150,1,2,,1007,,0,1,430,2,3,0,40,0,0,15,,35,,,0,0,,91,,,57,,0,2395,,,,,152,1903,,0,1,1,1,,4,,7,,,4,0,255,,15,,,9,662,0,,,1143,1,0,1,,,
May-2006,41017,,1,0,,0,0,0,467,0,123,433,0,0,,1055,0,2,0,613,0,,0,279,,1248,,,212,,1,0,,53,4015,,2,,1032,228,,78,,,,20,30,,,0,0,851,,0,310,1059,4,370,,,180,,,,,0,373,,,,0,,0,19,2,238,2,,0,0,506,0,,3,4,720,6,0,0,551,1,,,0,36,745,0,481,1767,0,0,0,,736,0,,0,,0,1367,0,0,,339,,,,,,5,,,,,,0,,9072,0,,,,,,,373,,0,,2935,151,0,83,222,,48,,82,2,0,,1280,,0,1,21,2,0,152,260,0,0,5,,,,0,,,,5,0,,,,1,2051,,,,,118,1307,,0,2,1,0,,9,,23,,,8,188,742,,16,,0,3,559,1,,0,715,0,3,1,,,
Jun-2006,39037,0,,,,1,,0,325,,3,231,0,,,1449,1,2,,701,65,,,,0,1220,,,,,1,,,0,4495,,46,,379,434,,327,,0,0,17,0,,,1,,0,,0,117,761,1,98,0,,189,,,,,285,128,2,,,0,,,601,,246,258,,1,,575,0,,2,2,684,4,0,0,401,2,,,182,707,1198,193,690,2162,0,1,261,,1067,,,2,,0,586,,,,,,,,,,4,,,,0,,,0,5995,0,,,,,,,149,110,1,,2817,271,,2,143,,553,,83,0,2,,1485,,0,2,353,0,5,503,241,0,0,6,0,0,,,0,,,74,,,,,,1092,,,99,,103,1346,,0,1,1,3,,61,,9,,199,6,1,348,,17,,0,120,493,194,,,760,0,,280,,,
Jul-2006,42586,,,0,,0,0,0,61,,249,554,0,,,849,0,1,,377,0,,0,,,1478,,,216,,1,,,0,6205,,64,,748,77,,54,,237,,62,51,,,,,0,,0,435,1610,1,145,0,,0,,,,,1,334,,,,,0,0,31,,1099,497,,0,,995,0,,1,5,209,3,0,9,42,1,,,179,366,2000,,884,1769,0,0,,,736,,,2,,0,893,0,1,,0,,,,,,8,,,0,0,,0,0,7247,,,,1,,,,480,53,,,2657,166,,3,89,,300,,39,1,1,,1164,,0,1,18,3,3,374,839,0,351,3,0,0,,0,,,,6,,,58,,0,1115,,,,,119,936,,0,1,1,1,,28,,3,0,273,3,,511,7,15,,1,9,1049,0,,,1116,0,,1,,,
Aug-2006,38430,,,261,,1,,0,361,,235,449,0,0,,1081,1,2,,84,53,,1,93,,1265,,,105,,63,,,53,3668,,123,,558,394,,220,,0,,73,,,,,0,415,,0,591,559,7,91,0,,263,,,,1,604,582,,,,,0,0,62,1,200,100,,0,50,903,0,,2,5,569,6,0,,106,2,,,1,643,1611,400,475,1629,0,1,8,,1012,,,11,,0,,,0,,0,,,,0,,138,,0,,0,,0,0,6139,0,,,,,,,412,,,,1933,300,,93,67,,2,,82,448,8,,1171,,0,0,304,2,0,181,146,0,199,6,,0,,,,,,22,1,,,,1,2313,,0,99,,146,1244,,0,4,1,0,,16,,2,0,,26,,411,,18,,0,91,1072,1,,,1254,0,15,4,,,
Sep-2006,45995,,0,1,,0,,0,534,,151,228,10,,,1673,0,1,,845,42,,0,,,1573,,,,,1,,,0,4452,,92,,672,27,,259,,,,176,0,,,,0,541,,0,742,1562,1,414,0,,103,,,,,9,623,,,,0,0,,667,1,486,292,,0,,640,,,1,4,549,635,0,3,28,450,,0,322,314,744,0,712,1937,1,1,0,,482,0,,2,,0,1042,,0,,1,,,,0,,5,,,,,,0,,6894,,,,140,,,,,109,0,,7048,356,,100,116,,2,,42,1,2,,1591,,0,1,279,1,0,186,516,1,,6,0,0,,0,0,,,3,,,0,,0,414,,,,,359,1164,,0,1,1,28,,110,,66,0,,237,,7,1,20,,0,2,1274,1,,,864,0,0,1,,,
Oct-2006,45549,,,1,,1,,,111,,94,308,0,0,,648,0,2,,1548,0,,0,,,1100,,0,,,0,,,0,4040,,92,,1508,27,,24,,,,101,55,,,0,0,0,,1,580,495,6,498,0,,,,,,,267,813,,0,,0,0,0,755,0,624,1337,,0,0,433,0,,1,8,559,6,0,3,16,2,,0,182,309,971,2,1220,1978,1,0,,,373,,,1,,0,1079,0,0,,0,,,,,,3,,,0,,,460,,9194,0,,,,0,,,492,,,,2182,706,,2,46,,2,,119,1,0,,1306,,0,0,734,1,0,200,30,0,,4,0,0,,,0,,,8,,,58,,0,2148,,0,,,110,1729,,0,1,1,1,,33,,13,,397,18,,394,,15,,0,138,1958,0,,,854,1,0,1,,,
Nov-2006,39880,0,,,,0,0,0,287,,220,224,0,,,882,1,3,,236,0,,0,,,1588,,,,,1,,,,4074,,2,,1161,466,,77,,,0,215,3,,,0,,2,,0,651,1468,14,309,1,,0,,,,0,212,161,,,,0,,0,12,0,,642,,0,,603,0,,2,4,370,437,0,0,102,205,,0,1,8,1457,1,853,1933,9,1,0,,391,,,2,,0,843,,0,,0,,,,,,116,0,,,0,,,,8647,,,,,,,,0,,,,2989,169,,99,127,,2,,88,0,0,,1061,,0,0,364,1,9,276,115,1,0,4,0,100,,,0,,,39,,,,,1,1722,,,0,,75,1188,,0,1,1,0,,25,,271,0,,6,187,595,0,18,,0,3,512,251,,,439,0,0,0,217,,
Dec-2006,35260,0,2,0,,0,1,0,182,,230,347,0,,,928,1,2,0,690,11,,0,,,808,,10,0,,1,0,,0,4021,,86,,1067,52,,344,,,,247,54,,,0,0,0,,,705,1023,0,99,1,,0,0,,,0,1,108,,,,0,,,314,1,734,2,,0,,481,0,,1,7,692,8,0,0,509,18,,0,78,611,573,0,1462,1164,0,2,,,477,,,1,,0,118,0,,,0,,,,,,2,,,0,1,,275,0,7370,0,,,,,,,110,62,,,2859,7,,169,53,,2,,8,1,1,,1406,,0,2,23,1,2,0,681,1,0,4,,0,,0,0,,,3,1,,,0,,322,,,,,236,360,,0,1,0,267,,16,,6,0,402,40,214,681,,15,,0,141,273,1,,,962,0,,1,,,
Jan-2007,44518,0,0,,,0,0,0,283,,339,222,0,,,200,0,3,,439,12,,1,,,2399,,7,253,,0,,,0,4157,,12,0,1054,37,,35,,0,,123,223,,,,0,138,,,656,960,10,119,1,,0,,,,,202,687,,,,0,0,0,69,,552,306,,1,,704,0,,1,3,619,4,,,456,0,,0,192,573,953,,719,2295,0,0,,,385,0,,3,,,702,,0,,,,,0,,,6,,,241,0,,558,,7223,0,,,,,,,376,0,,,4408,1,,103,169,,4,,121,1,0,,1109,,,0,45,2,0,365,164,0,119,5,0,0,,0,,0,,14,0,,,,,2833,,,0,,136,1802,,0,2,1,15,,281,,180,,402,306,0,1409,,24,,0,13,365,7,,,551,0,1,2,,,
Feb-2007,37088,0,,2,,0,,0,8,0,360,183,1,0,,301,0,2,,517,48,,1,,,1864,,,50,,1,,,0,3223,,104,,1458,280,,82,,,0,70,54,,,0,0,172,,1,1242,1606,9,316,0,,0,,0,,,1,837,,,,,,0,37,,277,1,,,13,476,,,1,9,1153,3,,0,350,1,,,182,615,757,0,884,1498,1,1,,,352,0,,0,,,433,0,0,,0,,,,,,5,,,,0,,,,6779,,9,,,,,,345,148,,,2559,123,,3,68,,48,,113,2,0,,1174,,0,1,36,1,0,408,275,0,191,6,,0,,,0,,,4,,,,,0,1881,,,0,,196,1433,,0,1,6,0,,5,,15,0,402,91,,0,,23,,0,337,79,0,,,425,,0,1,,,
Mar-2007,38463,,0,16,,2,0,1,124,,98,473,2,,,471,0,2,,136,1,,1,,,650,,,153,,1,0,,0,5346,,50,0,1253,67,,69,,,,32,0,,,,0,2,0,1,659,444,34,164,0,,,,,,,1,541,,,,0,,,12,1,200,3,0,1,,495,,,2,8,802,4,0,0,816,9,,0,1,105,877,,769,963,0,1,,,556,,,1,,1,110,0,0,,0,,,,,,71,,,206,0,,0,,9965,,,,,,,,421,35,,,4157,1,,99,81,,65,,86,1,0,,2456,,0,0,286,2,1,0,110,0,91,8,0,0,,0,0,0,,3,,,,,,656,,,,,78,611,,0,2,1,316,,24,,5,0,387,208,194,375,,32,,0,2,110,0,,,581,1,1,201,0,,
